Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2007-02-16 00:00:00-05:00,2.109999895095825,2.109999895095825,2.109999895095825,2.109999895095825,0,0.0,0.0,0.0
2007-02-20 00:00:00-05:00,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,0,0.0,0.0,0.0
2007-02-21 00:00:00-05:00,2.2799999713897705,2.2799999713897705,2.2799999713897705,2.2799999713897705,0,0.0,0.0,0.0
2007-02-22 00:00:00-05:00,2.309999942779541,2.309999942779541,2.309999942779541,2.309999942779541,0,0.0,0.0,0.0
2007-02-23 00:00:00-05:00,2.309999942779541,2.309999942779541,2.309999942779541,2.309999942779541,0,0.0,0.0,0.0
2007-02-26 00:00:00-05:00,2.309999942779541,2.309999942779541,2.309999942779541,2.309999942779541,0,0.0,0.0,0.0
2007-02-27 00:00:00-05:00,2.309999942779541,2.309999942779541,2.309999942779541,2.309999942779541,0,0.0,0.0,0.0
2007-02-28 00:00:00-05:00,2.109999895095825,2.109999895095825,2.109999895095825,2.109999895095825,0,0.0,0.0,0.0
2007-03-01 00:00:00-05:00,2.069999933242798,2.069999933242798,2.069999933242798,2.069999933242798,0,0.0,0.0,0.0
2007-03-02 00:00:00-05:00,2.059999942779541,2.059999942779541,2.059999942779541,2.059999942779541,0,0.0,0.0,0.0
2007-03-05 00:00:00-05:00,2.059999942779541,2.059999942779541,2.059999942779541,2.059999942779541,0,0.0,0.0,0.0
2007-03-06 00:00:00-05:00,2.0399999618530273,2.0399999618530273,2.0399999618530273,2.0399999618530273,0,0.0,0.0,0.0
2007-03-07 00:00:00-05:00,2.0399999618530273,2.0399999618530273,2.0399999618530273,2.0399999618530273,0,0.0,0.0,0.0
2007-03-08 00:00:00-05:00,2.059999942779541,2.059999942779541,2.059999942779541,2.059999942779541,0,0.0,0.0,0.0
2007-03-09 00:00:00-05:00,2.069999933242798,2.069999933242798,2.069999933242798,2.069999933242798,0,0.0,0.0,0.0
2007-03-12 00:00:00-04:00,2.0799999237060547,2.0799999237060547,2.0799999237060547,2.0799999237060547,0,0.0,0.0,0.0
2007-03-13 00:00:00-04:00,2.059999942779541,2.059999942779541,2.059999942779541,2.059999942779541,0,0.0,0.0,0.0
2007-03-14 00:00:00-04:00,2.059999942779541,2.059999942779541,2.059999942779541,2.059999942779541,0,0.0,0.0,0.0
2007-03-15 00:00:00-04:00,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0,0.0,0.0,0.0
2007-03-16 00:00:00-04:00,2.0399999618530273,2.0399999618530273,2.0399999618530273,2.0399999618530273,0,0.0,0.0,0.0
2007-03-19 00:00:00-04:00,2.0399999618530273,2.0399999618530273,2.0399999618530273,2.0399999618530273,0,0.0,0.0,0.0
2007-03-20 00:00:00-04:00,2.069999933242798,2.069999933242798,2.069999933242798,2.069999933242798,0,0.0,0.0,0.0
2007-03-21 00:00:00-04:00,2.069999933242798,2.069999933242798,2.069999933242798,2.069999933242798,0,0.0,0.0,0.0
2007-03-22 00:00:00-04:00,2.069999933242798,2.069999933242798,2.069999933242798,2.069999933242798,0,0.0,0.0,0.0
2007-03-23 00:00:00-04:00,2.069999933242798,2.069999933242798,2.069999933242798,2.069999933242798,0,0.0,0.0,0.0
2007-03-26 00:00:00-04:00,2.0799999237060547,2.0799999237060547,2.0799999237060547,2.0799999237060547,0,0.0,0.0,0.0
2007-03-27 00:00:00-04:00,2.0799999237060547,2.0799999237060547,2.0799999237060547,2.0799999237060547,0,0.0,0.0,0.0
2007-03-28 00:00:00-04:00,2.069999933242798,2.069999933242798,2.069999933242798,2.069999933242798,0,0.0,0.0,0.0
2007-03-29 00:00:00-04:00,2.0799999237060547,2.0799999237060547,2.0799999237060547,2.0799999237060547,0,0.0,0.0,0.0
2007-03-30 00:00:00-04:00,2.069999933242798,2.069999933242798,2.069999933242798,2.069999933242798,0,0.0,0.0,0.0
2007-04-02 00:00:00-04:00,2.069999933242798,2.069999933242798,2.069999933242798,2.069999933242798,0,0.0,0.0,0.0
2007-04-03 00:00:00-04:00,2.0799999237060547,2.0799999237060547,2.0799999237060547,2.0799999237060547,0,0.0,0.0,0.0
2007-04-04 00:00:00-04:00,2.0799999237060547,2.0799999237060547,2.0799999237060547,2.0799999237060547,0,0.0,0.0,0.0
2007-04-05 00:00:00-04:00,2.0799999237060547,2.0799999237060547,2.0799999237060547,2.0799999237060547,0,0.0,0.0,0.0
2007-04-10 00:00:00-04:00,2.140000104904175,2.140000104904175,2.140000104904175,2.140000104904175,0,0.0,0.0,0.0
2007-04-11 00:00:00-04:00,2.140000104904175,2.140000104904175,2.140000104904175,2.140000104904175,0,0.0,0.0,0.0
2007-04-12 00:00:00-04:00,2.140000104904175,2.140000104904175,2.140000104904175,2.140000104904175,0,0.0,0.0,0.0
2007-04-13 00:00:00-04:00,2.2699999809265137,2.2699999809265137,2.2699999809265137,2.2699999809265137,0,0.0,0.0,0.0
2007-04-16 00:00:00-04:00,2.2699999809265137,2.2699999809265137,2.2699999809265137,2.2699999809265137,0,0.0,0.0,0.0
2007-04-17 00:00:00-04:00,2.2699999809265137,2.2699999809265137,2.2699999809265137,2.2699999809265137,0,0.0,0.0,0.0
2007-04-18 00:00:00-04:00,2.25,2.25,2.25,2.25,0,0.0,0.0,0.0
2007-04-19 00:00:00-04:00,2.25,2.25,2.25,2.25,0,0.0,0.0,0.0
2007-04-20 00:00:00-04:00,2.240000009536743,2.240000009536743,2.240000009536743,2.240000009536743,0,0.0,0.0,0.0
2007-04-23 00:00:00-04:00,2.2899999618530273,2.2899999618530273,2.2899999618530273,2.2899999618530273,0,0.0,0.0,0.0
2007-04-24 00:00:00-04:00,2.309999942779541,2.309999942779541,2.309999942779541,2.309999942779541,0,0.0,0.0,0.0
2007-04-25 00:00:00-04:00,2.450000047683716,2.450000047683716,2.450000047683716,2.450000047683716,0,0.0,0.0,0.0
2007-04-26 00:00:00-04:00,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,0,0.0,0.0,0.0
2007-04-27 00:00:00-04:00,2.5799999237060547,2.5799999237060547,2.5799999237060547,2.5799999237060547,0,0.0,0.0,0.0
2007-04-30 00:00:00-04:00,2.619999885559082,2.619999885559082,2.619999885559082,2.619999885559082,0,0.0,0.0,0.0
2007-05-02 00:00:00-04:00,2.630000114440918,2.630000114440918,2.630000114440918,2.630000114440918,0,0.0,0.0,0.0
2007-05-03 00:00:00-04:00,2.619999885559082,2.619999885559082,2.619999885559082,2.619999885559082,0,0.0,0.0,0.0
2007-05-04 00:00:00-04:00,2.7200000286102295,2.7200000286102295,2.7200000286102295,2.7200000286102295,0,0.0,0.0,0.0
2007-05-07 00:00:00-04:00,2.7899999618530273,2.7899999618530273,2.7899999618530273,2.7899999618530273,0,0.0,0.0,0.0
2007-05-08 00:00:00-04:00,2.740000009536743,2.740000009536743,2.740000009536743,2.740000009536743,0,0.0,0.0,0.0
2007-05-09 00:00:00-04:00,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,0,0.0,0.0,0.0
2007-05-10 00:00:00-04:00,3.240000009536743,3.240000009536743,3.240000009536743,3.240000009536743,0,0.0,0.0,0.0
2007-05-11 00:00:00-04:00,3.0999999046325684,3.0999999046325684,3.0999999046325684,3.0999999046325684,0,0.0,0.0,0.0
2007-05-14 00:00:00-04:00,3.0299999713897705,3.0299999713897705,3.0299999713897705,3.0299999713897705,0,0.0,0.0,0.0
2007-05-15 00:00:00-04:00,3.0299999713897705,3.0299999713897705,3.0299999713897705,3.0299999713897705,0,0.0,0.0,0.0
2007-05-16 00:00:00-04:00,2.809999942779541,2.809999942779541,2.809999942779541,2.809999942779541,0,0.0,0.0,0.0
2007-05-17 00:00:00-04:00,2.690000057220459,2.690000057220459,2.690000057220459,2.690000057220459,0,0.0,0.0,0.0
2007-05-18 00:00:00-04:00,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,0,0.0,0.0,0.0
2007-05-21 00:00:00-04:00,2.809999942779541,2.809999942779541,2.809999942779541,2.809999942779541,0,0.0,0.0,0.0
2007-05-22 00:00:00-04:00,2.8299999237060547,2.8299999237060547,2.8299999237060547,2.8299999237060547,0,0.0,0.0,0.0
2007-05-23 00:00:00-04:00,2.8399999141693115,2.8399999141693115,2.8399999141693115,2.8399999141693115,0,0.0,0.0,0.0
2007-05-24 00:00:00-04:00,2.8499999046325684,2.8499999046325684,2.8499999046325684,2.8499999046325684,0,0.0,0.0,0.0
2007-05-25 00:00:00-04:00,2.859999895095825,2.859999895095825,2.859999895095825,2.859999895095825,0,0.0,0.0,0.0
2007-05-29 00:00:00-04:00,2.859999895095825,2.859999895095825,2.859999895095825,2.859999895095825,0,0.0,0.0,0.0
2007-05-30 00:00:00-04:00,2.8499999046325684,2.8499999046325684,2.8499999046325684,2.8499999046325684,0,0.0,0.0,0.0
2007-05-31 00:00:00-04:00,2.7899999618530273,2.7899999618530273,2.7899999618530273,2.7899999618530273,0,0.0,0.0,0.0
2007-06-01 00:00:00-04:00,2.7699999809265137,2.7699999809265137,2.7699999809265137,2.7699999809265137,0,0.0,0.0,0.0
2007-06-04 00:00:00-04:00,2.740000009536743,2.740000009536743,2.740000009536743,2.740000009536743,0,0.0,0.0,0.0
2007-06-05 00:00:00-04:00,2.740000009536743,2.740000009536743,2.740000009536743,2.740000009536743,0,0.0,0.0,0.0
2007-06-06 00:00:00-04:00,2.740000009536743,2.740000009536743,2.740000009536743,2.740000009536743,50000,0.0,0.0,0.0
2007-06-07 00:00:00-04:00,2.740000009536743,2.740000009536743,2.740000009536743,2.740000009536743,6000,0.0,0.0,0.0
2007-06-08 00:00:00-04:00,2.7300000190734863,2.7300000190734863,2.7300000190734863,2.7300000190734863,0,0.0,0.0,0.0
2007-06-11 00:00:00-04:00,2.7100000381469727,2.7100000381469727,2.7100000381469727,2.7100000381469727,0,0.0,0.0,0.0
2007-06-12 00:00:00-04:00,2.7100000381469727,2.7100000381469727,2.7100000381469727,2.7100000381469727,1500,0.0,0.0,0.0
2007-06-13 00:00:00-04:00,2.680000066757202,2.680000066757202,2.680000066757202,2.680000066757202,40000,0.0,0.0,0.0
2007-06-14 00:00:00-04:00,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,1000,0.0,0.0,0.0
2007-06-15 00:00:00-04:00,2.640000104904175,2.640000104904175,2.640000104904175,2.640000104904175,7000,0.0,0.0,0.0
2007-06-18 00:00:00-04:00,2.640000104904175,2.640000104904175,2.640000104904175,2.640000104904175,900000,0.0,0.0,0.0
2007-06-19 00:00:00-04:00,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,50001,0.0,0.0,0.0
2007-06-20 00:00:00-04:00,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,2000,0.0,0.0,0.0
2007-06-21 00:00:00-04:00,2.6600000858306885,2.6600000858306885,2.6600000858306885,2.6600000858306885,2007,0.0,0.0,0.0
2007-06-22 00:00:00-04:00,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,379,0.0,0.0,0.0
2007-06-25 00:00:00-04:00,2.5799999237060547,2.5799999237060547,2.5799999237060547,2.5799999237060547,45154,0.0,0.0,0.0
2007-06-26 00:00:00-04:00,2.5799999237060547,2.5799999237060547,2.5799999237060547,2.5799999237060547,100,0.0,0.0,0.0
2007-06-27 00:00:00-04:00,2.5899999141693115,2.5899999141693115,2.5899999141693115,2.5899999141693115,17560,0.0,0.0,0.0
2007-06-28 00:00:00-04:00,2.509999990463257,2.509999990463257,2.509999990463257,2.509999990463257,0,0.0,0.0,0.0
2007-06-29 00:00:00-04:00,2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,4667,0.0,0.0,0.0
2007-07-02 00:00:00-04:00,2.509999990463257,2.509999990463257,2.509999990463257,2.509999990463257,2500,0.0,0.0,0.0
2007-07-03 00:00:00-04:00,2.509999990463257,2.509999990463257,2.509999990463257,2.509999990463257,400,0.0,0.0,0.0
2007-07-05 00:00:00-04:00,2.509999990463257,2.509999990463257,2.509999990463257,2.509999990463257,0,0.0,0.0,0.0
2007-07-06 00:00:00-04:00,2.5,2.5,2.5,2.5,0,0.0,0.0,0.0
2007-07-09 00:00:00-04:00,2.5,2.5,2.5,2.5,1700,0.0,0.0,0.0
2007-07-10 00:00:00-04:00,2.4800000190734863,2.4800000190734863,2.4800000190734863,2.4800000190734863,0,0.0,0.0,0.0
2007-07-11 00:00:00-04:00,2.4700000286102295,2.4700000286102295,2.4700000286102295,2.4700000286102295,0,0.0,0.0,0.0
2007-07-12 00:00:00-04:00,2.4600000381469727,2.4600000381469727,2.4600000381469727,2.4600000381469727,2000,0.0,0.0,0.0
2007-07-13 00:00:00-04:00,2.430000066757202,2.430000066757202,2.430000066757202,2.430000066757202,0,0.0,0.0,0.0
2007-07-16 00:00:00-04:00,2.5,2.5,2.5,2.5,4010,0.0,0.0,0.0
2007-07-17 00:00:00-04:00,2.5799999237060547,2.5799999237060547,2.5799999237060547,2.5799999237060547,1340,0.0,0.0,0.0
2007-07-18 00:00:00-04:00,2.5899999141693115,2.5899999141693115,2.5899999141693115,2.5899999141693115,500,0.0,0.0,0.0
2007-07-19 00:00:00-04:00,2.609999895095825,2.609999895095825,2.609999895095825,2.609999895095825,0,0.0,0.0,0.0
2007-07-20 00:00:00-04:00,2.609999895095825,2.609999895095825,2.609999895095825,2.609999895095825,0,0.0,0.0,0.0
2007-07-23 00:00:00-04:00,2.680000066757202,2.680000066757202,2.680000066757202,2.680000066757202,0,0.0,0.0,0.0
2007-07-24 00:00:00-04:00,2.690000057220459,2.690000057220459,2.690000057220459,2.690000057220459,0,0.0,0.0,0.0
2007-07-25 00:00:00-04:00,2.690000057220459,2.690000057220459,2.690000057220459,2.690000057220459,0,0.0,0.0,0.0
2007-07-26 00:00:00-04:00,2.819999933242798,2.819999933242798,2.819999933242798,2.819999933242798,0,0.0,0.0,0.0
2007-07-27 00:00:00-04:00,2.809999942779541,2.809999942779541,2.809999942779541,2.809999942779541,0,0.0,0.0,0.0
2007-07-30 00:00:00-04:00,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,0,0.0,0.0,0.0
2007-07-31 00:00:00-04:00,2.7899999618530273,2.7899999618530273,2.7899999618530273,2.7899999618530273,0,0.0,0.0,0.0
2007-08-01 00:00:00-04:00,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,20000,0.0,0.0,0.0
2007-08-02 00:00:00-04:00,2.7899999618530273,2.7899999618530273,2.7899999618530273,2.7899999618530273,0,0.0,0.0,0.0
2007-08-03 00:00:00-04:00,2.7699999809265137,2.7699999809265137,2.7699999809265137,2.7699999809265137,2000,0.0,0.0,0.0
2007-08-06 00:00:00-04:00,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,10000,0.0,0.0,0.0
2007-08-07 00:00:00-04:00,2.75,2.75,2.75,2.75,0,0.0,0.0,0.0
2007-08-08 00:00:00-04:00,2.740000009536743,2.740000009536743,2.740000009536743,2.740000009536743,26150,0.0,0.0,0.0
2007-08-09 00:00:00-04:00,2.75,2.75,2.75,2.75,600,0.0,0.0,0.0
2007-08-10 00:00:00-04:00,2.759999990463257,2.759999990463257,2.759999990463257,2.759999990463257,0,0.0,0.0,0.0
2007-08-13 00:00:00-04:00,2.7100000381469727,2.7100000381469727,2.7100000381469727,2.7100000381469727,300000,0.0,0.0,0.0
2007-08-14 00:00:00-04:00,2.700000047683716,2.700000047683716,2.700000047683716,2.700000047683716,12500,0.0,0.0,0.0
2007-08-15 00:00:00-04:00,2.690000057220459,2.690000057220459,2.690000057220459,2.690000057220459,20000,0.0,0.0,0.0
2007-08-16 00:00:00-04:00,2.7100000381469727,2.7100000381469727,2.7100000381469727,2.7100000381469727,16000,0.0,0.0,0.0
2007-08-17 00:00:00-04:00,2.630000114440918,2.630000114440918,2.630000114440918,2.630000114440918,1284,0.0,0.0,0.0
2007-08-20 00:00:00-04:00,2.609999895095825,2.609999895095825,2.609999895095825,2.609999895095825,3500,0.0,0.0,0.0
2007-08-21 00:00:00-04:00,2.619999885559082,2.619999885559082,2.619999885559082,2.619999885559082,0,0.0,0.0,0.0
2007-08-22 00:00:00-04:00,2.619999885559082,2.619999885559082,2.619999885559082,2.619999885559082,0,0.0,0.0,0.0
2007-08-23 00:00:00-04:00,2.619999885559082,2.619999885559082,2.619999885559082,2.619999885559082,95000,0.0,0.0,0.0
2007-08-24 00:00:00-04:00,2.630000114440918,2.630000114440918,2.630000114440918,2.630000114440918,0,0.0,0.0,0.0
2007-08-27 00:00:00-04:00,2.630000114440918,2.630000114440918,2.630000114440918,2.630000114440918,0,0.0,0.0,0.0
2007-08-28 00:00:00-04:00,2.619999885559082,2.619999885559082,2.619999885559082,2.619999885559082,0,0.0,0.0,0.0
2007-08-29 00:00:00-04:00,2.5799999237060547,2.5799999237060547,2.5799999237060547,2.5799999237060547,0,0.0,0.0,0.0
2007-08-30 00:00:00-04:00,2.5899999141693115,2.5899999141693115,2.5899999141693115,2.5899999141693115,0,0.0,0.0,0.0
2007-08-31 00:00:00-04:00,2.609999895095825,2.609999895095825,2.609999895095825,2.609999895095825,0,0.0,0.0,0.0
2007-09-04 00:00:00-04:00,2.619999885559082,2.619999885559082,2.619999885559082,2.619999885559082,4350850,0.0,0.0,0.0
2007-09-05 00:00:00-04:00,2.569999933242798,2.569999933242798,2.569999933242798,2.569999933242798,0,0.0,0.0,0.0
2007-09-06 00:00:00-04:00,2.5799999237060547,2.5799999237060547,2.5799999237060547,2.5799999237060547,0,0.0,0.0,0.0
2007-09-07 00:00:00-04:00,2.569999933242798,2.569999933242798,2.569999933242798,2.569999933242798,0,0.0,0.0,0.0
2007-09-10 00:00:00-04:00,2.559999942779541,2.559999942779541,2.559999942779541,2.559999942779541,0,0.0,0.0,0.0
2007-09-11 00:00:00-04:00,2.609999895095825,2.609999895095825,2.609999895095825,2.609999895095825,804320,0.0,0.0,0.0
2007-09-12 00:00:00-04:00,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,4000,0.0,0.0,0.0
2007-09-13 00:00:00-04:00,2.700000047683716,2.700000047683716,2.700000047683716,2.700000047683716,0,0.0,0.0,0.0
2007-09-14 00:00:00-04:00,2.740000009536743,2.740000009536743,2.740000009536743,2.740000009536743,0,0.0,0.0,0.0
2007-09-17 00:00:00-04:00,2.7699999809265137,2.7699999809265137,2.7699999809265137,2.7699999809265137,0,0.0,0.0,0.0
2007-09-18 00:00:00-04:00,2.6700000762939453,2.6700000762939453,2.6700000762939453,2.6700000762939453,125,0.0,0.0,0.0
2007-09-19 00:00:00-04:00,2.6700000762939453,2.6700000762939453,2.6700000762939453,2.6700000762939453,7000,0.0,0.0,0.0
2007-09-20 00:00:00-04:00,2.559999942779541,2.559999942779541,2.559999942779541,2.559999942779541,0,0.0,0.0,0.0
2007-09-21 00:00:00-04:00,2.490000009536743,2.490000009536743,2.490000009536743,2.490000009536743,1000000,0.0,0.0,0.0
2007-09-24 00:00:00-04:00,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,527,0.0,0.0,0.0
2007-09-25 00:00:00-04:00,2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,0,0.0,0.0,0.0
2007-09-26 00:00:00-04:00,2.4800000190734863,2.4800000190734863,2.4800000190734863,2.4800000190734863,0,0.0,0.0,0.0
2007-09-27 00:00:00-04:00,2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,10000,0.0,0.0,0.0
2007-09-28 00:00:00-04:00,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,0,0.0,0.0,0.0
2007-10-01 00:00:00-04:00,2.5399999618530273,2.5399999618530273,2.5399999618530273,2.5399999618530273,0,0.0,0.0,0.0
2007-10-02 00:00:00-04:00,2.5399999618530273,2.5399999618530273,2.5399999618530273,2.5399999618530273,500,0.0,0.0,0.0
2007-10-03 00:00:00-04:00,2.5399999618530273,2.5399999618530273,2.5399999618530273,2.5399999618530273,0,0.0,0.0,0.0
2007-10-04 00:00:00-04:00,2.5399999618530273,2.5399999618530273,2.5399999618530273,2.5399999618530273,50000,0.0,0.0,0.0
2007-10-05 00:00:00-04:00,2.5399999618530273,2.5399999618530273,2.5399999618530273,2.5399999618530273,10937,0.0,0.0,0.0
2007-10-08 00:00:00-04:00,2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,28900000,0.0,0.0,0.0
2007-10-09 00:00:00-04:00,2.509999990463257,2.509999990463257,2.509999990463257,2.509999990463257,0,0.0,0.0,0.0
2007-10-10 00:00:00-04:00,2.5,2.5,2.5,2.5,0,0.0,0.0,0.0
2007-10-11 00:00:00-04:00,2.5,2.5,2.5,2.5,0,0.0,0.0,0.0
2007-10-12 00:00:00-04:00,2.4800000190734863,2.4800000190734863,2.4800000190734863,2.4800000190734863,0,0.0,0.0,0.0
2007-10-15 00:00:00-04:00,2.4700000286102295,2.4700000286102295,2.4700000286102295,2.4700000286102295,100,0.0,0.0,0.0
2007-10-16 00:00:00-04:00,2.4800000190734863,2.4800000190734863,2.4800000190734863,2.4800000190734863,0,0.0,0.0,0.0
2007-10-17 00:00:00-04:00,2.4700000286102295,2.4700000286102295,2.4700000286102295,2.4700000286102295,0,0.0,0.0,0.0
2007-10-18 00:00:00-04:00,2.4700000286102295,2.4700000286102295,2.4700000286102295,2.4700000286102295,27,0.0,0.0,0.0
2007-10-19 00:00:00-04:00,2.450000047683716,2.450000047683716,2.450000047683716,2.450000047683716,771,0.0,0.0,0.0
2007-10-22 00:00:00-04:00,2.450000047683716,2.450000047683716,2.450000047683716,2.450000047683716,12500,0.0,0.0,0.0
2007-10-23 00:00:00-04:00,2.450000047683716,2.450000047683716,2.450000047683716,2.450000047683716,0,0.0,0.0,0.0
2007-10-24 00:00:00-04:00,2.4600000381469727,2.4600000381469727,2.4600000381469727,2.4600000381469727,0,0.0,0.0,0.0
2007-10-25 00:00:00-04:00,2.4600000381469727,2.4600000381469727,2.4600000381469727,2.4600000381469727,0,0.0,0.0,0.0
2007-10-26 00:00:00-04:00,2.450000047683716,2.450000047683716,2.450000047683716,2.450000047683716,1499,0.0,0.0,0.0
2007-10-29 00:00:00-04:00,2.440000057220459,2.440000057220459,2.440000057220459,2.440000057220459,600,0.0,0.0,0.0
2007-10-30 00:00:00-04:00,2.450000047683716,2.450000047683716,2.450000047683716,2.450000047683716,6000,0.0,0.0,0.0
2007-10-31 00:00:00-04:00,2.4200000762939453,2.4200000762939453,2.4200000762939453,2.4200000762939453,50000,0.0,0.0,0.0
2007-11-01 00:00:00-04:00,2.430000066757202,2.430000066757202,2.430000066757202,2.430000066757202,200,0.0,0.0,0.0
