Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-04-01 00:00:00-05:00,0.0,11.05567051177654,11.022270202636719,11.022270202636719,2900,0.0,0.0
2005-04-04 00:00:00-04:00,0.0,11.015585899353027,11.015585899353027,11.015585899353027,1000,0.0,0.0
2005-04-05 00:00:00-04:00,0.0,10.748380755619472,10.48785420837882,10.507894515991211,8400,0.0,0.0
2005-04-06 00:00:00-04:00,0.0,10.487853017935244,10.3809705400412,10.474493026733398,21500,0.0,0.0
2005-04-07 00:00:00-04:00,0.0,10.481178061721495,10.43441711300636,10.44777774810791,4800,0.0,0.0
2005-04-08 00:00:00-04:00,0.0,10.380977460618139,10.314175548865325,10.374297142028809,2500,0.0,0.0
2005-04-11 00:00:00-04:00,0.0,10.327529544906831,10.240687370300293,10.240687370300293,3700,0.0,0.0
2005-04-12 00:00:00-04:00,0.0,10.320853158066479,10.120448112487793,10.120448112487793,3600,0.0,0.0
2005-04-13 00:00:00-04:00,0.0,10.167207481932378,9.839879035949707,9.839879035949707,5600,0.0,0.0
2005-04-14 00:00:00-04:00,0.0,9.766400337219238,9.766400337219238,9.766400337219238,2100,0.0,0.0
2005-04-15 00:00:00-04:00,0.0,9.839882432393836,9.525915145874023,9.525915145874023,14500,0.0,0.0
2005-04-18 00:00:00-04:00,0.0,9.385627181306731,9.205262512199958,9.2787446975708,2200,0.0,0.0
2005-04-19 00:00:00-04:00,0.0,9.60607343186891,9.25870468763177,9.485830307006836,9700,0.0,0.0
2005-04-20 00:00:00-04:00,0.0,9.545951669710064,9.345546678156275,9.539271354675293,5000,0.0,0.0
2005-04-21 00:00:00-04:00,0.0,9.432390280932509,9.31214714050293,9.31214714050293,4700,0.0,0.0
2005-04-22 00:00:00-04:00,0.0,9.692917279060598,9.639476022645558,9.659516334533691,4700,0.0,0.0
2005-04-25 00:00:00-04:00,0.0,9.626115626847518,9.61943531036377,9.61943531036377,1200,0.0,0.0
2005-04-26 00:00:00-04:00,0.0,9.57267472417619,9.499193151339586,9.559314727783203,5300,0.0,0.0
2005-04-27 00:00:00-04:00,0.0,9.499194191977697,9.439072608947754,9.439072608947754,1900,0.0,0.0
2005-04-28 00:00:00-04:00,0.0,9.225305966191845,9.19190502166748,9.19190502166748,5500,0.0,0.0
2005-04-29 00:00:00-04:00,9.19190502166748,9.19190502166748,9.19190502166748,9.19190502166748,0,0.0,0.0
2005-05-02 00:00:00-04:00,0.0,9.004857063293457,8.958096138384576,9.004857063293457,6000,0.0,0.0
2005-05-03 00:00:00-04:00,0.0,9.218623161315918,9.205262532284848,9.218623161315918,3300,0.0,0.0
2005-05-04 00:00:00-04:00,9.218623161315918,9.218623161315918,9.218623161315918,9.218623161315918,0,0.0,0.0
2005-05-05 00:00:00-04:00,0.0,9.265386581420898,9.265386581420898,9.265386581420898,1000,0.0,0.0
2005-05-06 00:00:00-04:00,0.0,9.63947588619614,9.472471802995624,9.592714309692383,14500,0.0,0.0
2005-05-09 00:00:00-04:00,0.0,9.873280730545996,9.606074465511323,9.819839477539062,6800,0.0,0.0
2005-05-10 00:00:00-04:00,0.0,9.732996940612793,9.732996940612793,9.732996940612793,2000,0.0,0.0
2005-05-11 00:00:00-04:00,0.0,9.63947582244873,9.586034567143583,9.63947582244873,2600,0.0,0.0
2005-05-12 00:00:00-04:00,0.0,9.512552551361223,9.265386581420898,9.265386581420898,2500,0.0,0.0
2005-05-13 00:00:00-04:00,0.0,9.051621437072754,9.051621437072754,9.051621437072754,400,0.0,0.0
2005-05-16 00:00:00-04:00,0.0,9.038257598876953,8.844532956554543,9.038257598876953,4400,0.0,0.0
