Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-03-11 00:00:00-05:00,17.680131096351847,17.700971266677957,17.409196956786065,17.430038452148438,60617900,0.0,0.0
2005-03-14 00:00:00-05:00,17.423090085664544,17.471718913120743,17.339725434999508,17.443931579589844,65550500,0.0,0.0
2005-03-15 00:00:00-05:00,17.436980401475633,17.53423803400223,17.291092627649878,17.30498695373535,71469400,0.0,0.0
2005-03-16 00:00:00-05:00,17.24247094989633,17.34667578860723,17.061848611113774,17.110477447509766,74841400,0.0,0.0
2005-03-17 00:00:00-05:00,17.117427394426105,17.145216062616477,17.041011206975845,17.047958374023438,60573200,0.0,0.0
2005-03-18 00:00:00-05:00,17.04101291196939,17.30499866100716,16.867337693512845,16.8881778717041,135904000,0.0,0.0
2005-03-21 00:00:00-05:00,16.91596096574506,16.922908131197364,16.7770203067717,16.811756134033203,71446200,0.0,0.0
2005-03-22 00:00:00-05:00,16.804809421876442,16.860385421957638,16.64502726223619,16.665868759155273,102113300,0.0,0.0
2005-03-23 00:00:00-05:00,16.665863826530757,16.943743744692135,16.645022335780165,16.7978572845459,79293300,0.0,0.0
2005-03-24 00:00:00-05:00,16.839551412975233,16.99933231862789,16.811764063096792,16.867340087890625,78820900,0.0,0.0
2005-03-28 00:00:00-05:00,16.95069546797024,16.99932430110002,16.7978618031286,16.811756134033203,49802000,0.0,0.0
2005-03-29 00:00:00-05:00,16.770072658857824,16.839542986345897,16.547768670925013,16.617238998413086,74231700,0.0,0.0
2005-03-30 00:00:00-05:00,16.70059514458982,16.80479992019359,16.672806497743153,16.783958435058594,59585700,0.0,0.0
2005-03-31 00:00:00-05:00,16.846484792781208,16.888166446000728,16.756174323299607,16.790908813476562,62382300,0.0,0.0
2005-04-01 00:00:00-05:00,16.839541226466142,16.915958711220355,16.742283573168887,16.75617790222168,64619600,0.0,0.0
2005-04-04 00:00:00-04:00,16.749238185925837,16.853443050088426,16.631138986531777,16.83260154724121,62196400,0.0,0.0
2005-04-05 00:00:00-04:00,16.825653408026913,17.02017011492497,16.75618438595451,16.99932861328125,73549600,0.0,0.0
2005-04-06 00:00:00-04:00,16.999326837386636,17.325837037178214,16.985433829445537,17.138267517089844,78020200,0.0,0.0
2005-04-07 00:00:00-04:00,17.131316386278154,17.457825185476473,17.110474891634603,17.43698501586914,77451500,0.0,0.0
2005-04-08 00:00:00-04:00,17.41614285688139,17.541189169900328,17.304990873094816,17.32583236694336,47956300,0.0,0.0
2005-04-11 00:00:00-04:00,17.38835695658667,17.443932953060482,17.27025779845028,17.3466739654541,47791800,0.0,0.0
2005-04-12 00:00:00-04:00,17.31193897987828,17.610660449450574,17.228574324983317,17.589818954467773,67517800,0.0,0.0
2005-04-13 00:00:00-04:00,17.52729780849357,17.680132805856157,17.360569804582337,17.395305633544922,60929300,0.0,0.0
2005-04-14 00:00:00-04:00,17.37447359180351,17.46478414618278,17.249427189557515,17.25637435913086,66754400,0.0,0.0
2005-04-15 00:00:00-04:00,17.075737150529044,17.298041084378852,16.957638020041838,16.992372512817383,100251600,0.0,0.0
2005-04-18 00:00:00-04:00,16.985438808947134,17.256371756255717,16.95070296631981,17.124378204345703,75766400,0.0,0.0
2005-04-19 00:00:00-04:00,17.166053449824677,17.228576618058497,16.985432436078533,17.110477447509766,65956200,0.0,0.0
2005-04-20 00:00:00-04:00,17.13131316001485,17.159101814306272,16.88122057153593,16.89511489868164,91923500,0.0,0.0
2005-04-21 00:00:00-04:00,17.006269544201228,17.63844695350107,16.99932237953422,17.562030792236328,93562300,0.0,0.0
2005-04-22 00:00:00-04:00,17.40225318416133,17.541193863590518,17.214684989479405,17.35362434387207,80087500,0.0,0.0
2005-04-25 00:00:00-04:00,17.41614691242756,17.562034753266673,17.270260396624924,17.360570907592773,75457900,0.0,0.0
2005-04-26 00:00:00-04:00,17.332787760269518,17.541197497552453,17.18689988414203,17.200794219970703,60464300,0.0,0.0
2005-04-27 00:00:00-04:00,17.13131972201972,17.471722917262348,17.110478223317998,17.360570907592773,47732800,0.0,0.0
2005-04-28 00:00:00-04:00,17.24246823717238,17.311938560395486,16.978482598968014,16.985429763793945,83623100,0.0,0.0
2005-04-29 00:00:00-04:00,17.284149626799973,17.575923919677734,17.221627794431196,17.575923919677734,98641200,0.0,0.0
2005-05-02 00:00:00-04:00,17.527292251586914,17.61760405322051,17.332776971211725,17.527292251586914,54376700,0.0,0.0
2005-05-03 00:00:00-04:00,17.45782686646785,17.645396361211976,17.430039529303727,17.61760902404785,67867800,0.0,0.0
2005-05-04 00:00:00-04:00,17.603718600703058,17.64540027822011,17.4439377326905,17.51340675354004,86864200,0.0,0.0
2005-05-05 00:00:00-04:00,17.50645208585298,17.59676256245061,17.423087447809355,17.527292251586914,59362300,0.0,0.0
2005-05-06 00:00:00-04:00,17.596765080604094,17.7009698992937,17.49950742649862,17.520347595214844,64322600,0.0,0.0
2005-05-09 00:00:00-04:00,17.52729490521871,17.59676522660021,17.40224859173924,17.443931579589844,61872400,0.0,0.0
2005-05-10 00:00:00-04:00,17.395301269019605,17.42308860018137,17.242466310003696,17.29804229736328,62235100,0.0,0.0
2005-05-11 00:00:00-04:00,17.291092627649878,17.346668606955912,17.117417526689035,17.30498695373535,59463300,0.0,0.0
2005-05-12 00:00:00-04:00,17.256357884933532,17.44392730923486,17.249410721992465,17.367509841918945,74540700,0.0,0.0
2005-05-13 00:00:00-04:00,17.388355772499033,17.631499912367012,17.3605671136363,17.575923919677734,77204300,0.0,0.0
2005-05-16 00:00:00-04:00,17.582901867220002,17.771066418908386,17.55502637580689,17.764097213745117,50577300,0.08,0.0
2005-05-17 00:00:00-04:00,17.63864206675618,17.771054215450395,17.596828193730293,17.74317741394043,39983200,0.0,0.0
2005-05-18 00:00:00-04:00,17.77106095039988,18.008008536077714,17.71530865548978,17.910442352294922,71182400,0.0,0.0
2005-05-19 00:00:00-04:00,17.945279385733667,18.154350070182538,17.910434714738518,18.063753128051758,52120800,0.0,0.0
2005-05-20 00:00:00-04:00,18.03587868544868,18.063755489279945,17.931343329559763,17.938312530517578,64444500,0.0,0.0
2005-05-23 00:00:00-04:00,17.938314703532953,18.1682930460434,17.938314703532953,18.01497459411621,75421100,0.0,0.0
2005-05-24 00:00:00-04:00,17.98013048056339,18.03588277161787,17.92437818950891,17.94528579711914,61287700,0.0,0.0
2005-05-25 00:00:00-04:00,17.896503617418166,17.9592251141945,17.771060623865495,17.917409896850586,35749000,0.0,0.0
2005-05-26 00:00:00-04:00,17.94528078123823,18.11950680824054,17.93134238006066,18.049816131591797,50579200,0.0,0.0
2005-05-27 00:00:00-04:00,18.00103236458764,18.18222758521196,17.98709396394599,18.168289184570312,54978000,0.0,0.0
2005-05-31 00:00:00-04:00,18.11253565835579,18.140412457710788,17.945278849942667,17.98012351989746,46131100,0.0,0.0
2005-06-01 00:00:00-04:00,17.931346405859433,18.11951087628446,17.847718638496797,17.987098693847656,54621000,0.0,0.0
2005-06-02 00:00:00-04:00,17.917411882780122,18.021948608487012,17.868628786378075,17.97316551208496,27212500,0.0,0.0
2005-06-03 00:00:00-04:00,17.910441168976735,17.987099738638676,17.659555193837182,17.72227668762207,79659500,0.0,0.0
2005-06-06 00:00:00-04:00,17.687422124100664,17.77105118513107,17.63863905901577,17.68045425415039,40756900,0.0,0.0
2005-06-07 00:00:00-04:00,17.65258361016149,18.001035715635847,17.638645206925084,17.778026580810547,54511400,0.0,0.0
2005-06-08 00:00:00-04:00,17.805909463224054,17.8546938948401,17.659560156095456,17.701374053955078,45369700,0.0,0.0
2005-06-09 00:00:00-04:00,17.701366692249614,17.847717267753275,17.666522013397895,17.778026580810547,52767900,0.0,0.0
2005-06-10 00:00:00-04:00,17.764090573732172,17.78499818140696,17.659555193837182,17.72227668762207,39459800,0.0,0.0
2005-06-13 00:00:00-04:00,17.673498824608167,17.764095826174117,17.60380810765904,17.638652801513672,49104100,0.0,0.0
2005-06-14 00:00:00-04:00,17.638650228326853,17.729248545915876,17.58986713235107,17.67349624633789,44243300,0.0,0.0
