Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-04-01 00:00:00-05:00,9.61088003065503,9.62943787116283,9.48097160738549,9.532007217407227,265800,0.0,0.0
2005-04-04 00:00:00-04:00,9.450815692705683,9.50185042150722,9.416018522447944,9.483292579650879,177400,0.0,0.0
2005-04-05 00:00:00-04:00,9.513447807688118,9.580721855163574,9.485610606464324,9.580721855163574,205000,0.0,0.0
2005-04-06 00:00:00-04:00,9.545926261484627,9.58072254428503,9.485611288744623,9.532007217407227,293600,0.0,0.0
2005-04-07 00:00:00-04:00,9.497213114817033,9.538969375596954,9.418340276113739,9.448497772216797,253600,0.0,0.0
2005-04-08 00:00:00-04:00,9.404416247507234,9.49256751201999,9.388177810100753,9.460090637207031,275600,0.0,0.0
2005-04-11 00:00:00-04:00,9.441536665699044,9.478653235662927,9.42065853978631,9.45545482635498,216200,0.0,0.0
2005-04-12 00:00:00-04:00,9.47401316019371,9.513449126985563,9.418337865096559,9.487932205200195,226600,0.0,0.0
2005-04-13 00:00:00-04:00,9.487930395982241,9.592320116374422,9.487930395982241,9.54824447631836,300800,0.0,0.0
2005-04-14 00:00:00-04:00,9.480973596374596,9.515770771403744,9.43225825927693,9.457776069641113,134200,0.0,0.0
2005-04-15 00:00:00-04:00,9.457772881218943,9.483290682980519,9.337143836027893,9.339463233947754,240400,0.0,0.0
2005-04-18 00:00:00-04:00,9.288433613287248,9.395143674740824,9.283793929972425,9.31627082824707,165400,0.0,0.0
2005-04-19 00:00:00-04:00,9.344102976744653,9.39513858060659,9.27682981747866,9.337143898010254,682400,0.0,0.0
2005-04-20 00:00:00-04:00,9.246673758267406,9.32786597243031,9.230435315434825,9.235074996948242,254400,0.0,0.0
2005-04-21 00:00:00-04:00,9.260591967626736,9.279150693780107,9.195638195947481,9.22811508178711,516600,0.0,0.0
2005-04-22 00:00:00-04:00,9.244353356697692,9.302348047479807,9.221155834356347,9.242033958435059,210800,0.0,0.0
2005-04-25 00:00:00-04:00,9.207234109858705,9.251310628377272,9.202594429755251,9.230432510375977,244800,0.0,0.0
2005-04-26 00:00:00-04:00,9.202596615317464,9.230434702549571,9.179399094219415,9.209556579589844,213800,0.0,0.0
2005-04-27 00:00:00-04:00,9.200278485322707,9.276831908369875,9.190999121632961,9.253633499145508,263200,0.0,0.0
2005-04-28 00:00:00-04:00,9.230434065153972,9.334824672744048,9.221154703384045,9.325545310974121,264400,0.0,0.0
2005-04-29 00:00:00-04:00,9.332505078085898,9.36266256359788,9.242033506478663,9.276830673217773,667000,0.0,0.0
2005-05-02 00:00:00-04:00,9.29307032420388,9.348744736316005,9.28379096054225,9.323226928710938,674200,0.0,0.0
2005-05-03 00:00:00-04:00,9.279154246657605,9.334829561506357,9.279154246657605,9.31627082824707,130000,0.0,0.0
2005-05-04 00:00:00-04:00,9.332503754443582,9.450813396633565,9.332503754443582,9.439213752746582,349000,0.0,0.0
2005-05-05 00:00:00-04:00,9.436891994102004,9.46704946779222,9.388176687706673,9.402094841003418,140800,0.0,0.0
2005-05-06 00:00:00-04:00,9.416013220629095,9.474007881784749,9.416013220629095,9.453129768371582,248200,0.0,0.0
2005-05-09 00:00:00-04:00,9.480972986685547,9.599282666233414,9.480972986685547,9.569125175476074,464200,0.0,0.0
2005-05-10 00:00:00-04:00,9.601603570974573,9.627121383700734,9.58768540761776,9.599284172058105,239200,0.0,0.0
2005-05-11 00:00:00-04:00,9.583039943906982,9.583039943906982,9.441532802283255,9.460090637207031,148600,0.0,0.0
2005-05-12 00:00:00-04:00,9.462416156926036,9.487933968382277,9.36266519483107,9.427618980407715,211200,0.0,0.0
2005-05-13 00:00:00-04:00,9.37194372635667,9.397460650614489,9.260593125373097,9.281471252441406,362000,0.0,0.0
2005-05-16 00:00:00-04:00,9.262912834767995,9.35338441814682,9.262912834767995,9.323226928710938,184400,0.0,0.0
2005-05-17 00:00:00-04:00,9.318583386938156,9.355700826209896,9.300025552230746,9.330183029174805,109200,0.0,0.0
2005-05-18 00:00:00-04:00,9.369617970073197,9.432252314693635,9.369617970073197,9.402094841003418,175800,0.0,0.0
2005-05-19 00:00:00-04:00,9.383538130137692,9.460090637207031,9.383538130137692,9.460090637207031,290200,0.0,0.0
2005-05-20 00:00:00-04:00,9.413698226211391,9.497209833993015,9.399779182450096,9.47633171081543,338600,0.0,0.0
2005-05-23 00:00:00-04:00,9.371943905482809,9.448496449577176,9.360344257500692,9.40906047821045,390800,0.0,0.0
2005-05-24 00:00:00-04:00,9.467051669869893,9.548243866081103,9.467051669869893,9.525046348571777,994000,0.0,0.0
2005-05-25 00:00:00-04:00,9.534329461882566,9.538969144626773,9.453137226181441,9.467056274414062,279800,0.0,0.0
2005-05-26 00:00:00-04:00,9.429935822780783,9.552884267733237,9.388179580168886,9.538965225219727,276400,0.0,0.0
2005-05-27 00:00:00-04:00,9.62711760679815,9.675832929293046,9.578402284303253,9.592320442199707,524600,0.0,0.0
2005-05-31 00:00:00-04:00,9.79646488469918,9.924053051189357,9.763987993403017,9.866058349609375,1680400,0.0,0.0
2005-06-01 00:00:00-04:00,9.956527961289105,9.956527961289105,9.82893982018701,9.870696067810059,243800,0.0,0.0
2005-06-02 00:00:00-04:00,9.812699488484348,9.937968207234908,9.77790321211713,9.873014450073242,121600,0.0,0.0
2005-06-03 00:00:00-04:00,9.903171754098699,9.96116643711974,9.873015156076375,9.956526756286621,179600,0.0,0.0
2005-06-06 00:00:00-04:00,9.954205621949427,9.972764342044572,9.914769669139966,9.944926261901855,99600,0.0,0.0
