date,sentiment
2017-01-02,0.04844475635327396
2017-01-03,0.17778824269771576
2017-01-04,0.17550301960167974
2017-01-05,0.12021797829691099
2017-01-06,0.11158412683289495
2017-01-07,0.1169610446474204
2017-01-08,-0.0283149808334808
2017-01-09,0.11007641954347488
2017-01-10,0.22598187873760855
2017-01-11,0.1039884111119641
2017-01-12,0.1501370367283622
2017-01-13,0.2238659970927983
2017-01-14,0.0268810726702213
2017-01-16,-0.04056324902921915
2017-01-17,0.1145312551122445
2017-01-18,0.1452357258337239
2017-01-19,0.14129939246112883
2017-01-20,0.1353782186284661
2017-01-21,-0.26299188410242397
2017-01-22,-0.1774902939796447
2017-01-23,0.134353672619909
2017-01-24,0.038556935265660244
2017-01-25,0.09172689169645305
2017-01-26,0.053446028381586054
2017-01-27,0.0741697489495643
2017-01-30,0.13916433001868425
2017-01-31,0.10402064683148635
2017-02-01,-0.072256527574999
2017-02-02,0.14264540684719876
2017-02-03,0.035087372021128715
2017-02-06,0.20632873238487673
2017-02-07,0.19940723602970434
2017-02-08,0.06822038193543749
2017-02-09,0.1001707555260509
2017-02-10,-0.204336941242218
2017-02-11,0.18597103655338285
2017-02-12,-0.03184690326452255
2017-02-13,0.08108512515371497
2017-02-14,0.0922013450413942
2017-02-15,0.04806554491321244
2017-02-16,0.10793365016579627
2017-02-17,0.1262701988220215
2017-02-18,-0.0976996021345258
2017-02-19,-0.06744220852851869
2017-02-20,0.07323572994209823
2017-02-21,0.08795958842066201
2017-02-22,0.08165459303806226
2017-02-23,0.14110425021499393
2017-02-24,0.14267858987053234
2017-02-26,0.14959611371159545
2017-02-27,0.06514904182404277
2017-02-28,0.10293894354254005
2017-03-01,0.14287480432540176
2017-03-02,0.11323484388942066
2017-03-03,0.012451212542752435
2017-03-04,0.1980126798152923
2017-03-06,0.14797512228999815
2017-03-07,0.13392251559222737
2017-03-08,0.07400506129488348
2017-03-09,0.1489625439047813
2017-03-10,0.14457873361451284
2017-03-12,0.1829849630594253
2017-03-13,0.11322872092326482
2017-03-14,0.09189076309925628
2017-03-15,0.09869630006141959
2017-03-16,0.04128231236245482
2017-03-17,0.13563534834732607
2017-03-18,-0.055421760305762305
2017-03-19,-0.1309228837490081
2017-03-20,0.08490499164327045
2017-03-21,0.1389865177598866
2017-03-22,-0.04576381499117072
2017-03-23,0.10229278011963915
2017-03-24,0.19717938639223573
2017-03-25,0.22850682958960528
2017-03-26,-0.15106866295848573
2017-03-27,0.06827657856047148
2017-03-28,-0.13870496302843088
2017-03-29,0.1706420540809631
2017-03-30,0.1019927778027274
2017-03-31,0.09420427456498146
2017-04-01,0.0791452378034591
2017-04-03,0.024803638458251943
2017-04-04,0.09651752728968856
2017-04-05,0.1104219486005604
2017-04-06,0.2036029696464538
2017-04-07,0.04638234029213589
2017-04-08,0.1038175374269485
2017-04-09,0.026329506188631
2017-04-10,0.07018902525305747
2017-04-11,-0.016385919041931638
